headline,sentiment
'MAMPOLI O SELEBALLETSOE ,negative
LINKU TSE ROBELI LI NYAMETSE,negative
MOSALI O TŠOARELOA HO HLABA MONNA KA THIPA,negative
MOPOLOTIKI O AHA 'MOLO,positive
MOSUOE O LELEKOA KAMORA HORE BANA BA SHOELLE MOPHATONG MOTSENG,negative
HO MONATE MAOATLENG KOANA BAHLOMPHEHI BATHETHOA BA LETŠOLO BA ILO HAHLOA KE MOEA,positive
TONAKHOLO O BAKETSE NAHA BOMALIMABE,negative
MASOLE A TSOANG NTOENG A PHOQOA,negative
LITHO TSA SEPOLESA LI TSOA KANO TLASE ,negative
MOTSENG PELA KOARING MONNA O CHESELETSA BANA KATLUNG,negative
MOSALI O SIHILE LESEA LE THOTO EA LONA NAHA THOTHE,negative
MASHOLU A QETA HO BOLAEA MONGA LIKHOMO ,negative
SEPOLESA LE MAHOKELA BA PHURA LESHOETLA,positive
TONAKHOLO O HLABA HLANAPHETHO,negative
MOITHUTI OA SEKOLO SE PHAHAMENG KE MOFU KAMORA HO FUMANA LENGOLO,negative
LEKHOTLA LA BAITHUTI BA SEKOLO SE AMOHELA SEAPARO,positive
MOETAPELE O SIA M45 300 SETEREKENG,positive
MOKHOENYANA O THUNYETSA MOHOE LEFU,negative
TONAKHOLO O KOLOTA SECHABA TLHALOSO,negative
O THUNYETSA LELAPA LEFU,negative
MONNA O QOSOA KA POLAO EA MOPARAMENTE,negative
'MUSO O THIBELA MOHOEBI HO LOKISA TSELA HA ABIA BA RE KE MOSEBETSI OA BONA E LE 'MUSO OA HO LOKISA LITSELA,negative
MONNA O BOLAISOA LIOPAPINA E MONG O LLELOA KE LITŠEPE,negative
LEHLOA LE KHETHEHILE KA BONGATA LITHABENG,negative
MONNA O FELLOA KE BOPHELO KA PELAELLO EA PETO ,negative
MONNA O NTSE A BATLOA,negative
MATLO A 20 A FEFOHILE TOROPONG,negative
MOHOEBI OA MOSALI O CHESELITSOE LEFU 'MOHO LE LIKOLOI TSA HAE,negative
SECHABA SE SOSOTHELA MOKHA OA LIPOLOTIKI,negative
LELAPA LE PATLONG EA MORA LONA ,negative
LIBOKO TSA MOHLOLO SETEREKENG,neutral
LENOMORO LE FENETHOA MOKETENG,negative
MOSALI O FUMANOA KA HARA LEKOALIBA LA MALI ,negative
BA RE BAETAPELE HA BA NA LIHLONG,negative
LEPOLESA LA 'MOLAI LE EA SIRELETSOA SETEREKENG,negative
O TORONKELA HO KHAKHATHELLA MOSALI LIKOBO ESALE A SIEA MOSALI LILEMO TSE MASHOME A MABELI,negative
PHATLALATSO EA LITABA ,neutral
HO TLA SHOA MOTHO KA MONA,negative
MOSHANYANA O FELLOA KE BOPHELO KAMORA HO RAHOA MPENG,negative
LIKHOHOLA TSA PULA,negative
BANNA BA TŠOAROA KA BOSHOLU BA BOQHOBANE,negative
MONNA EA THIKHITHETSOENG QOQOTHO LE HO TLOSOA LITHO TSA BOTONA OA BOLOKOA,negative
TONAKHOLO O TLO LOKISA MATLO A SENTSOENG KE LIFEFO,positive
KHABARENG MONNA O LUMELA MOLATO,positive
BAITHUTU BA SEKOLO SE SEHOLO BA TŠOARETSOE THAPELO,positive
HO QHOMA LEFU LE LECHA,negative
BAFANI BA FANA KA KOLOI SEPOLESENG,positive
MOSALI O BOLAETSE MONNA CHELETE EA INSHORENSE LIKOLOI LE MALAENE,negative
MOSALI OA MOPOLOTIKI O PHETHA SE ETSAHETSENG,neutral
MOKHATLO O KHUTLISETSA MONNA MOSEBETSING ,positive
LETONA LE ETELA METEBO EA SEPOLESA,positive
MOETI O QETA HO BALEHA KA KOLOI EA LEPHELE,negative
NAHA E APERE KHOTSO,positive
SEROKI SE KETEKA SELEMO SA NAHA LE SEEA-LE-MOEA,positive
BATHO BA BANGATA BA TLO FELLOA KE MESEBETSI HAPE,negative
LEKHOTLA LE PHAHAMENG LE AMEHA POLAONG EA LIPAKI,negative
MONNA O THEOHELA KA BANNENG KA LEBAKA LA TEROLI,negative
MOPARAMENTE O BOELA A TSOA PUO KA TSA HO TŠOAROA HA HAE,negative
RASETHUNYA O RINYA BATHO BA BATŠO BA 10,negative
MONNA O ETSA MEKA LE MEHLOLO,positive
MASHOLU A KHAKHATHELOA LEFU SETEREKENG,negative
LEREKURUTI LE KHAKHATHUOENG LE HLOKAHETSE ,negative
LEKHOTLA LE BA BOLAISA SEPHALI ,positive
PUSONG EA TONAKHOLO NAKONG EA TEMO VS PUSONG EA TONAKHOLO EA MEHLENG NAKONG EA TEMO,neutral
BAITHUTI BA TABOLA LIQUESTION PAPER BOIPELAETSONG BA BINA PALEMA,negative
MATICHERE A HOANTELA TONAKHOLO LABORARO,negative
'MUSO O REKELA MAPOLESA LIKOLOI TSE 75,positive
BABOLAI BA MONNA BA HLAHILE KHOTLA,negative
LITABA TSA NAHA LI THATA LI HLOKA 'NETE FELA,negative
LIKAPESO TSA SEKOLO,positive
BATSOALI BA TŠOENYEHILE KE BANANA BA KENENG KA MATLA TAING,negative
TONAKHOLO O TLO FANA KA LINKU HO BALISANA BA 108,positive
MOHLANKANA  O LITLAMONG TSA SEPOLESA HAPE KA BOSHOLU,negative
MOOKAMELI OA SEPOLESA O KHINILLA MOTSAMAO OA BOSIU,positive
MOLULASETULO OA BACHA OA BOLAOA,negative
LITHO TSA SEPOLESA LI ABELOA LIKHAU KE MORENA,positive
BANNA BA PHOLOSA LESEA LA MOSHANYANA LEFUNG 'MA LONA O BE A LE LAHLETSE KA LETAMONG A LE PHUTHETSE KA POLASETIKE,positive
LITLOKOTSEBE TSA BANNA LI ITSETETSE KA HARA SESOLE,negative
MAFURA A NYOLOHA HOSANE,negative
BABELAELLOA BA QHAUTSOA KA MOR'A HO TIMETSA LEPOLESA,negative
MONNA O IPHANYEHA PONTŠENG EA NGOANA,negative
BAAHI BA EPOLA LITOPO BA REKISA MASAPO A TSONA,negative
TONAKHOLO O TLO AHA MATLO A BATHO A FEFOHILENG ,positive
MORA OA TONAKHOLO KE SESOSA SA MAFU A BANNA BA BABELI O ILE A TSEKA HO KHANNA KOLOI EA 'MUSO,negative
HONDA FIT E UTSUOE KA LITHUNYA,negative
O TŠOARELA MONNA EA FILENG NYATSI LIFOTO TSA MAPONA-PONA,positive
LITABA TSE MONTATE HO BAITHUTI,positive
MOSALI O SA TSOA HLAJOA KA THIPA,negative
BA BETA NGOANANA EA NANG LE BOKOOA ,negative
MOOKAMELI O BUA LESHANO LE MPIPI KA KA KHOTLA ,negative
MASOLE A KIBAKIBA KA M12 MILIONE HAPE,positive
BATŠOARUOA BA ITLHAPHOLA KA NKU EA MONG’A EONA,negative
LETONA LE RE MAFUTSANA A LO CHA LIHELENG KOANA,negative
BATHO BA BEHOA KA PELE HO MAKHOTLA KA LEBAKA LA BOHLASOA,negative
SEHLOPHA BA BOLO SE ITLHAPHOTSE KA MOFETO O MAQA A LISUMA KAJENO ,positive
LITJEO TSA LIKOLOI TSA SEPOLESA LIA HLALOSOA,positive
BANA BA SEKOLO BA ANYA E LETSOELE LE MOHASULA,positive
MOHLANKA OA LEKALA O TŠOEROE,negative
HO PHUTHOA LITOPO TSE 53 NOKENG,negative
MAEMONG A NEPAHETSENG HA HO MOTHO EA KA JANG NAMA EA NTJA,negative
MASHOLU A ALUMINUM A HLAHILE KHOTLA,negative
MOPARAMENTE OA PHATHI O BEHA TONAKHOLO POOANENG,negative
MOKHATLO O TLOTLA LITHO TSE PELI TSA SEPOLESA,positive
SHEBA THEPA EA SESOLE SA NAHA,neutral
SEPOLESA SE TLOLA MOLAO KA HO TŠOARA MOPARAMENTE,negative
SETOPO SA NGOANANA SE FUMANOA TLASA BETHE ,negative
MONNA O HLAHA KHOTLA KA TLHEKEFETSO KA MOTABO ,negative
BOROKHO BA MOTSENG BO OELE,negative
BAHOEBI BA TŠOARELOA THUPELO,positive
SESOLE SE FANA KA THUTO E MATLA SEKOLONG,positive
KOMPONE E JOOA THEPA EA LEBENKELE,negative
BISHOPO O TLOTLA SEBOHOLI KA HO MO REKELA KOLOI E NCHA-CHA,positive
PHATHI E BOLISITSE LEKALA HO NKHA HORE PHU,negative
BOPAKI BO HAROLANG POLAONG EA MOK'HANSELARA,negative
BONA MOSHANYANA EA TIMETSENG KAMORA HO BONA NOHA,negative
TONAKHOLO O PHELISA SECHABA KA LESHANO,negative
MASHOLU A HLATSISOA LIKHOMO TSE 12,positive
SEPETLELE SE FEPA BAKULI MAHLABISA LIHLONG,negative
MOSALI OA SEBOHOLI O ETSA MEHLOLO,positive
BA 'MUSO BA SALA MONYENYETSI MORAO,positive
MOTHO O IPHETOLA POLI BA MO SHEBILE,negative
BAKHOSHELI BA NKELA LEBENKELE CHELETE KA SHESHE,negative
BASALI BA BOLAEA MOSALI E MONG KA THIPA,negative
LEFU LA MONKEY POX LE FIHLA NAHENG EA BOAHISANE,negative
HA HO BAOKI SEPETLELE ,negative
MOSALI O HLAJOA KA THIPA A LE LAPENG BOSIU,negative
MOSALI EA BOLAILENG MORA OA HAE O NYAMETSE,negative
MONNA O BOLAELOA MAPATLELONG A TOROPO,negative
SEBINI SE TUMMENG SA FAMO KE MOFU O BOLAUOE A BA A CHESOA HAMORAO,negative
MONNA O  HLAHA KHOTLA HAPE KA BOSHOLU BA THEPA EA 'MUSO,negative
QHAQHANG-QHANG NTLONG EA THITELO,negative
MOKHOSI OA BOSIU O NTŠA BATHO MATLUNG,negative
TONAKHOLO O TLA PHETHOLA LEKOETE LA TSELA TSE PALAMENG MANE TSELENG E KHOLO BOESA,positive
KE ILE KA MO REKELA COTHO EA BLACK LABEL HOBANE E TELELE EBILE E CHIPI KE NE NEKE CHONNE KE SE NA EA SAVANNA,negative
SEPOLESA SE RUPELA BANA,positive
KHELE LITABA TSA TONAKHOLO,neutral
MONNA EO E SA LENG A BATLOA KE SEPOLESA OA INEHELA,positive
LITABA TSA MAKHOTLA EKARE KE LITŠOMO,negative
MORENA O NTSE A PANYA-PANYA MAFIFI-MATŠO,negative
MASHOLU A SHATELA MAPOLESA,negative
SEPOLESA SE BATLA BABOLAI BA LITHO TSA LELAPA,negative
BABELAELLOA BA HLAHELLA HAPE KA PEL'A LEKHOTLA KA BOSHOLU BA THEPA,negative
KOLOI E ILENG EA UTSUOA KEREKENG E FUMANOA NAHENG E 'NGOE,positive
LEPOLESA LE HLAHA KHOTLA KA PELAELLO EA POLAO,negative
SEBINI KE MORU,negative
BAPOLOTIKI BA KHALEMA MOPARAMENTE HO HLEPHA KA HANONG,negative
NKHONO EA LILEMO LI 70 O SITSOA KA MAFAHLA,positive
MONNA O QETA HO THUNYETSA RANGOANA'AE LEFU,negative
TLHOKOMELISO TLHOKOMELISO,neutral
MORENA OA SETEREKE KE MOFU,negative
MONNA O BATLA KHAITSELI-AE LIKOBO  ,negative
BAKHANNI BA HLOKOMELISOA HO QOBA TSELA E KHOLO,negative
NGOANANA O APARA MAKHASI A MOROHO ORE MOJOLO OA MO NYESA,negative
MOSHANYANA O MO KHAKHATHELA HO HANA HO BUA LE EENA KA TSA LEFEREHO,negative
SEBINI SE AHLOLOA M5 000 KA HO RUA SETHUNYA,negative
UTLOA MEK'HAEFETE EA MOHLOMPHEHI,negative
TOROPO E TLA U PHATHAHANYA U SOABE,negative
BABELAELLOA BA POLAO EA MONNA BA HLAHA KHOTLA ,negative
LIPOLOTIKI TSA NAHA LI THATA,negative
MOLEBELI O LITLAMONG KA HO HLEKEFETSA BANA,negative
MONNA O TŠOEROE A BETILE NGOANANA EA NANG LE BOKOOA,negative
LEKHOTLA LE AHLOLELA MOKHA NAKOANA,positive
PARAMENTE E TŠOHLA TŠOARO EA MOPARAMNTE,positive
MONNA O THUNYETSOANG LEBALENG HA HAE,negative
MASHOLU A NKILE M75 000 SHOPONG MAOBANE,negative
MOLAETSA OA TSIETSI,negative
HO KUPA EA MAHLO A MAFUBELU ,negative
NGOANANA EA ITJESITSENG CHEFO O PHETSE,positive
UTLOA LITABA TSE ETSAHETSENG TOROPONG,neutral
PULA EA LIKHOHOLA SETEREKENG KAJENO,negative
MOSHANYANA EA ROAKANG BASALI PELA SHOPO,negative
MOPOLOTIKI O TŠOELA HO SECHOA HOA E MONG KA MATHE,negative
MOSALI O KENYA METSI KA MOELI,negative
MOAPOSTOLA O FOLISA MONNA,positive
BAETI BA LLA KA LITJEO TSE PHAHAMANG HA BOROKHO BA MOTSENG BO SENYEHILE ,negative
NYATSI E MATHA LIPOLITIKING,negative
MONNA O APOLA NGOANANA LIKOBO KA SHESHE,negative
LETONA LA MEHLENG LE QOETSE KA M700 000 MALOTI,negative
LINYATSI TSA MEKONTERAKA LI TLO TŠOAROA ,negative
TONAKHOLO O RE 'MUSO OA HAE O TJAMETSOE KE HO SE QETE LILEMO TSE HLANO,negative
MONNA O HLAHA KA PEL'A LEKHOTLA KA POLAO,negative
SETSI SE KOALA SEEA-LE-MOEA,negative
RE BATLISENG MONNA,neutral
BANNA BA TŠOEROE KA BOSHOLU BA LIPHOOFOLO,negative
HO FUMANOA LITOPO TSA BANANA KA HOLIMA THABA,negative
KOLOI E PHETHOHA KA BANA BA SEKOLO,negative
MONNA O FUMANOA KA SETHUNYA SE SE NANG MANGOLO ,negative
THELEFISHINI EA NAHA E BETSA KHOBA KAJENO ,neutral
NGOANANA EA 12 O FUMANOA MOHLANKANENG,negative
SETHO SA SESOLE SE NKELA BATHO CHELETE SETEREKENG,negative
LEBENKELE LE NKELOA THEPA EA BOIKOETLISO,negative
TONAKHOLO O LOKELA HO BUSA LILEMO TSE HLANO,positive
LEFU LE SA TSEJOENG LE BOLAEA BATHO BA BARARO LE TŠOAETSA BA 13,negative
MOOKAMELI O BEHILE TŠIRELETSO EA NAHA TSIETSING O HLAHLELLA LINOKOANE KA LITHUNYA,negative
MOETAPELE O PHOLOSA BOPHELO BA MOITHUTI,positive
HO FUMANAOA LIPHAHLO TSA NGOANA LE PHENTI KATLUNG,negative
MONNA O BATLA HO LIA 'MUSO KHOTLA,negative
MATICHERE A MATICHERE A TERAEKELA MATICHERE,negative
MONNA O BOLAELOA SETHIBA-MATHE ,negative
MOSALI O PATA TLHAHO EA LESEA,negative
LIPHOOFOLO LI FUMANOA LI LUTLA MALI,negative
MOPARAMENTE O ITOKOLLA PARAMENTENG,negative
SEHLOPHA SA BOLO SE BOELA E NGOLA NALANE E MPE ,negative
MONNA-MOHOLO O BOLAEA MOCHAUFA OA HAE,negative
BATHO BA TLOHELA LIPILISI TSA BOPHELO BOHLE KA LERENG BA RAPELETSOE,negative
BONA MOSALI EA QOSOANG KA HO NTŠA MAKUNUTU A 'MUSO,negative
LITABANE LI TLO BOLLA TORONKONG ,negative
SETHO SA PHATHI SE BUA MASA-A-KOKOMETSE,negative
MONNA O NYEKENYA NGOANA KA THIPA MAKHETLO A 'MALOA,negative
BACHA BA ETELOA KE SEPOLESA,positive
NGOANANA O AHLOLOA LILEMO TSE PELI,negative
NGOANA OA MOHOLOANE OA MOETAPELE O BOLAOA A KAKATETSE LITAEMANE,negative
LEPOLESA LE KOENNENG HO FETISISA LE HAPILE KHAU MACHABENG,positive
BOOKAMELI BO ITJELLA CHELETE EA MAPOLESA MAPOLESA A FUOA LI BISCUITS,negative
MONNA EA IPHETOTSENG LETSA O THEOHELA KA SETSING,positive
MOSAMARIA E MOLEMO O THOTSE NGOANA ,positive
MOFU O NE A SETSE LE NGOANA EA LILEMO LI PELI,negative
MONNA O KHAOLA MAHLAHLELA KA LICHESELE LE HAMORE,negative
KOLOI E QETA HO ROBA MOTHO LEOTO,negative
NGOANANA O IPOLAELA BOIMA SETEREKENG,negative
MOBISHOPO KE MOFU ,negative
MOOKAMELI O BOLOKUOE LE MORA OA HAE MAOBANE,negative
NGOANA O NOETSE KA LETAMONG ,negative
SETOPO SA NGOANANA SE FUMANOA KA LENGOPENG MOTSENG,negative
MONNA O FETOLA MORALI OA HAE MOSALI,negative
LESOLE HA SE PILOT LE KHANNA SEFOFANE SA LITERATA,negative
MONNA OA KA O JOLANA LE BAPOROFETA BA BASALI,negative
OFISIRI O KH'OEFELA MOCHOCHISI KA SEHLETHELA SA MATHE,negative
SEBINI SEA HOLA KAJENO,positive
LEHLOA LE PAKILE HAHOLO QOBANG MAETO A THABENG HA JOALE,negative
O FUMANOA KAHARA LEKOALIBA LA MALI KA BUTING EA KOLOI A FASITSOE SEKOLOKOTO,negative
TICHERE E CHAISA NGOANANA KA KOLOI,negative
BA BOLAEA MASEA LE HO A EPELA THOTOBOLONG KE NKHONO MORALI LE SETLOHOLO,negative
MOHOEBI O FANA KA SEFOFANE HO SEPOLESA,positive
NAHA EA BOAHISANE E TLA FA BATHO BA 54684 LI WORK PERMIT HO TLOHA KA LI 23 DECEMBER 2023,positive
MOENA O BOLAEA MOHOLOANE OA HAE KA BAKA LA MAHLAPA ,negative
OFISI EA 'MUSI OA SETEREKE E HLAKOLA KETEKO EA TSOALO EA MORENA,negative
BA AHLOLOA LIKHOELI TSE HLANO SAKALEHOLO,negative
O KOKONA KOMPONE E IKETSENG ,negative
SUPHAMAKETE E CHESITSOENG,negative
SEPOLESA SE QABETSOE,negative
KOMPONE EA INSURANCE E ETSA LETSOHO LA MONNA KE MOKOLLA ,positive
BOEA BO MO ROMELLA CHANKANENG LILEMO TSE 15,negative
LINTLHA-KHOLO POLELONG EA MOETAPELE SEBOKENG SA MOKHA OA POLOTIKI,neutral
BOIPELAETSO KHAHLANONG LE HO KETOLOA HOA 'MUSO,positive
MASAPO A COMMANDO CORPORAL A TLA KENA KA HARA NAHA KAJENO,negative
BANNA BA KENA NTLOANA-TŠOANA KA BOSHOLU BA BOQHOBANE,negative
MOTHO O ROBEHETSE KOTSING EA LIKOLOI,negative
MONNA O HLAHA KHOTLA KA HO HLEKEFETSA KA MOTABO,negative
MOAHLOLI O RERELOA LEFU,negative
TELU-PUTSOA O QOSOA KA HO FETOLA SETLOHOLO LEKHOBA LA THOBALANO,negative
LEKHOTLA LE BA NYATHOLA LILEMO TSE LESHOME CHANKANENG KA LITHUNYA TSA MASHALA,negative
POLICE CONSTABLE O NYAMETSE,negative
MALAENE A CHA KA MOHLOLO,negative
NTHO LI SENYEHILE LEBENKELENG,negative
LEHLOEO LE JA MONGA LONA,negative
BONA BAOKAMELI BA BANYANE BA LITSI TSA CHANKANA,positive
LORI E SATSOA PSHATLA MOTHO LEHATA,negative
RE KOPA HO BATLISOA KHOMO EA POHO HOHLE MOO E KA BONOANG E NYAMETSENG BOSIUNG BA 26/08/23,negative
MONNA O HLASELOA KA LITHUNYA SETEREKENG,negative
LEBONE LA TSOSOLOSO LE TLA POTOLOHA LE LITEREKE,positive
BAITHUTI BA SEKOLO SE PHAHAMENG BA FELEHETSA MOFU OA BONA,negative
TUMELO EA CHRIST KE EONA E KHOLO HO FETA LITUMELO TSOHLE LEFATŠENG ,positive
TONAKHOLO EA MEHLENG E PHELA MATSOALONG,negative
MOOKAMELI O RE LIKETSO TSA HO LIEA PUSO LI KE SE ETSAHALE,positive
NTOA KE EA MALULA-'MOHO ,positive
BA QOSOA KA BOSHOLU BA MERATHATHA ,negative
BATHO BA TIMELLA KOTSING EA KOLOI,negative
SECHABA SE NTSE SE EMETSE SEPOLESA HO PHUTHA MOFU,negative
BATHO BA CHAISITSOENG KE LEPHELE BA NTSE BA PHELA,positive
BA RE LEBITLA LA MOHATSA TONAKHOLO EA MEHLENG LE FETOA KE LA KATSE,negative
MONNA O FIHLILE HA HAE A NTSE A BOLOKEHILE,positive
SETOTSOANA SE FUMANOA SE LAHLETSOE KA HARA JARETE EA MOTHO SETEREKENG,negative
TONAKHOLO O REKETSE BALISANA LINKU,positive
RAMOLAO O RE NYEOE EA TREASON E QHALOE,negative
NTJA E FUOA LENGOLO LA JUNIFESITHI,positive
SEPOLESA SE SHANOTSA MOPARAMENTE,negative
TSELA E SE E BUTSOE KA KHOFU,positive
LEKHOTLA LE TJEBELA MATJOING NYEOE OA PHATHI E TSEKANG SETULO SA KHEKHETHANE,negative
O LOKOLLOTSOE KA BEILE EA LIKETE TSE SUPILENG TSA MALOTI,neutral
MAPOLESA A MACHA A FUMANTŠOA THUPELO,positive
UTLOA SESOSA SA LEFU LA MOKHETHOA OA MEHLENG,negative
LE 'MUSONG ONA BATHO BA FELLOA KE MESEBETSI,negative
TONAKHOLO O AKHELOA KHOTLA O QOSUOE,negative
TSE BOHLOKO,negative
LITABA TSE BOHLOKO HO MAQHEKU LE MAQHEKOANA NAKONG ENA EA KERESEMESE,negative
PHETOLO EA PUSO E KEKE EA PHETHAHALA,positive
BASUOE BA QOSUOE KA PELAELO EA HO BOLAEA MOSHEMANE LEBOLLONG,negative
MONNA LE MOSALI BA THUNYETSOA LEFU,negative
MAKALANG O MAKALLA KHIRO EA LEKALA LA 'MUSO,negative
LEKHOTLA LE TLO PHOTHOLA PAKI EA LESHANO,negative
SEBAPALI SA BOLO SE PHONYOHA TERONKO,positive
KE MAKHATHENG A LEFU KE KOPA TSOARELO,positive
LEKALA LE HAPA CHELETE EA MOQOSUOA OA 50 MILLION EA 'MUSO,positive
LI NTSE LI ROROPA KA 'MALETSUNYANE BRAAI FESTIVAL,positive
BA KETEKA LETSATSI LA MACHABA LA BOKOOA BA PONO,positive
MOSHANYANA OA SETEREKENG O NYAMETSE NAHENG EA BOAHISANE,negative
SECHABA SE TLA BOELA SE THUSOA KA CHELETE E LAHLEHILENG,positive
SEPOLESA POTOLOHA LE LIKOLO HO BUOA LE BANA,positive
O TŠOARELOA HO IKETSA LESOLE 'MOTOANA HO MARANG-RANG,negative
MOKHATLO O FANA KA TLALEHO EA TŠEBETSO,positive
BASALI BA MO PHUTHILE ESITA LE HO MO FEPA,positive
MOSALI O BOLAILE MONN'A HAE OA LE 'MAENARA KA THIPA ,negative
MONNA O QETILE HO RULELA SEKIRI MOLULA SETULO OA SEKIRI O RE O HLOLLETSOE,positive
BONA MONNA EA BOLAILENG MOTHO MOTŠEARE TOROPONG,negative
MOPARAMENTE O FEPA MASOLE NAMA EA BOSHOLU,negative
LELAPA LE FUMANA MOR'A LONA A OELE LILOMONG ESE E LE MOFU,negative
BONA 'MOLAI OA LEFAHLA,negative
TJOTJO E SENYETSA BAHLANKA MOSEBETSI,negative
SEPOLESA SE QHAUTSA BABELAELLOA POLAONG EA BANANA MOTSENG,negative
HO TLA THAKHOLOA CHELETE E NCHA BOESA,positive
MONNA O TŠELA CHILISI KA BOTHONG BA MOSALI OA HAE,negative
MOOKAMELI  O TŠELA MASOLE KA METSI A BATANG,negative
TONAKHOLO O LOKELA HO OELA ,negative
OA 'MUSO O BUTSOELA BASALI BA BABELI KA THOLOANA,negative
HO QHOMA LEFU LE LENG HAPE,negative
MOPOLOTIKI O RE 'MUSO ONA LE LIPALO TSE LEKANENG HO BUSA,positive
NKHONO O HLAISA PUO KA SETLOHOLO SE TŠOEROENG,negative
BONA MONNA OA MOTSENG EA LIATLENG TSA SEPOLESA KA HO KENA-KENANA LE MOTLAKASE,negative
LEPOLESA LE QOSOA KA POLAO EA MOTHO,negative
SETOPO SE FUMANOA KA LENGOPENG SETEREKENG,negative
MOKHA O TSIETSIENG EA HO LAHLELOA KE LITHO,negative
MONNA O MATJALENG KA HO HENAHENA NGOANA,negative
MAPOLESA A QETA HO PHUTHA SETOPO SA MONNA A TSAMAEA KA HONDA FIT E SILVER GREY,negative
LIKAPESO TSA SEKOLO LI BILE TJENA HOSENG KAJENO KA 9,positive
MOSALI O THUNYETSOA CHELETE EA MOKHATLO,negative
MOETAPELE O TŠOARA SEBOKA SA PELE ,positive
BABELAELLOA POLAONG EA MOITHUTI OA SEKOLO BA LITLAMONG TSA SEPOLESA,negative
MONNA O CHOATLILE LEHO TABOLA LIBUKA TSA BAKULI SEPETLELE KA LE RENG BAOKI BA BOLAILE NTAT'AE,negative
HO SIBOLLOA MOFUTA O MOCHA OA CORONA ,negative
MOOKAMELI OA SEPOLESA O PHAHAMISA MAPOLESA KA SONTAHA,positive
MOTSE O BETSA KHOBA BASALI BA HLATSOA LIKOLOI BA HLOBOTSE,negative
'MUSO O TSOILE BOHANYETSI SHIBOBO,positive
MORENA O FUMANOE E SE E LE MOFU A OELE LILOMONG A QHALANE BOKO,negative
NESE EA MONNA E SEBETSANG E BOLAUOE ,negative
MAIKUTLO A SESOLE KA THIBELO EA MOLAOLI HO FANA KA THUTO SEKOLONG,negative
BASEBETSI BA LIFEME BA SEBOKO LEBAKA KE LIKARETE TSA KENTELO,negative
LESHOLU LA LIPHOOFOLO LE FUMANOA KA LITHEBERA ,negative
BA MO SENYA LETLALO KA LEBAKA LA MONNA,negative
LIPAKI NYEOENG EA LITOPO LI PELEKANYA MALEME,negative
KA SOTLEHA KE MOSALI LENYALONG ATSEBA O KENYA BANNA NTSE KE MO SHEBILE,negative
MONNA O IPOLELA MELATO ,negative
SEPOLESA SE TŠOARELOA THUPELO,positive
BABELAELLOA BA ITOMA MALEME HA SEPOLESA SE BATLA TLHALOSO,negative
BAITHUTI BA PHALLELOA KA LIMPHO,positive
BA KHOLANG MEPUTSO E TLASE HA BANA ANGOA KE LEKHETHO,positive
TLHOKOLO EA BANGOLI BA BAHOLO BA 'MUSO,positive
LEQHUBU LE BOHLOKO LA MOHATSELA LE TSELENG ,negative
'MUSO O NYEHLISA LEKHETHO LA JOALA LE KOAE,positive
MOITHUTI EA BOLAUOENG O ETSA HORE MOCHA A EMELE LIKHETHO ,negative
LIKOLOI TSE NGATA TSE REKETSOENG SEPOLESA LI NTSE LI PENTOA LE HO LOKISETSOA PHANO METEBONG EA SEPOLESA,positive
NTATE-MOHOLO O TŠOAROA KA PETO EA SETLOHOLOANA SE NANG LE BOTHATA BA HLOOHO,negative
SEPOLESA SE RE HO TŠEPA MOTHO KE HO POKOTHA NOHA,negative
MONNA O FUMANOA A BOLAUOE KAJENO,negative
SEBAPALI SE LEBA NAHENG EA BOAHISANE ,positive
MOITHUTI OA SEKOLO SE SEHOLO O TŠELLOA CHEFO KA JOALENG,negative
MOITHUTI MATJALENG KA HO TONOSETSA MABITLA,negative
LEFU LA LEKHOOA LE SIEA SECHABA KA LIPOTSO TSE NGATA,negative
KOLOI EA HAE E FUMANOA KA LINAMA TSA BATHO,negative
BAITHUTI BA SEKOLO BA QALILE STRIKE,negative
MOOKAMELI O HLASELA BABUSI LEFUNG,negative
MONNA OA MOLATA O FUMANOA KA HOBA LE SEKOLO KA THEKO HO MOLAO SETEREKENG,negative
TSEBA KA BAPOLOTIKI BA UTSOITSENG CHELETE EA BOEA BA LIHOAI ,negative
'MELAELLOA POLAONG EA BANNA BA BABELI O QHAUTSOA KE SEPOLESA ,negative
MOHLOLOHALI O SELAKHOA JOALOKA PHOOFOLO,negative
NAHA E PHALLELA KA LIJO,positive
KOTSI E MPE EA MAKOLOI,negative
MOTLATSI OA MOETAPELE O LATOLA PHATHI HARARO PELE MOKOKO O LLA,negative
BARUTI BA IKAKHETSE KA HARA SESOLE HAPE HISTORI E EA IPHETA,negative
MOQHOBI OA TEKESI O QETA HO THUNYETSOA LEFU,negative
BATHO BA CHELLETSE KA FEMENG,negative
MOOKAMELI O TIMA MOTLAKASE LEKHOTLENG LE PHAHAMENG,negative
MONNA O FUMANOA KA LITHETHEFATSI TSE SENG MOLAONG,negative
MASOLE A SHOELLA NTAT'A SELALA,negative
LEKHOTLA LA MATONA LEA ATOLOSOA,positive
BANNA BA BABELI BA KENA HA MOTHO BA MO HLABELA LEFU,negative
MATONA A FUOA LITSIANE TSA ONA  ,positive
BASEBETSI BA LIFEME BA NYOLLELOA KA 6.5%,positive
TONAKHOLO O BATLA HO LELEKA KOMISHINARA,negative
BONA MASHOLU A LIKHOMO A SE NANG LITLHONG,negative
BA QOSOA KA HO BULA SEKOLO KA THOKO HO MOLAO ,negative
